#logIe_J  logsigma  logRe_J  logIe_J_err  logsigma_err  logRe_J_err  weights
  3.595     2.408      -0.0080   0.088      0.059       0.059      1.5948964  
  3.012     2.342      0.573     0.048      0.034       0.032      1.0        
  3.04      2.115      0.207     0.074      0.117       0.05       2.4937656  
  3.103     2.171      0.271     0.079      0.082       0.053      1.1534026  
  3.473     2.284      0.084     0.073      0.042       0.049      1.2121212  
  2.936     2.311      0.528     0.058      0.046       0.039      1.0        
  3.078     2.333      0.377     0.087      0.077       0.058      1.0        
  3.459     2.241      0.079     0.079      0.051       0.053      1.2658228  
  3.211     2.143      0.151     0.085      0.081       0.057      1.7921146  
  3.077     2.232      0.429     0.08       0.088       0.054      1.0        
  3.119     2.237      0.202     0.094      0.093       0.063      1.7953322  
  3.219     2.213      0.284     0.06       0.054       0.04       1.0        
  3.204     2.218      0.282     0.092      0.066       0.062      1.0        
  3.214     2.221      0.433     0.056      0.07        0.038      1.0        
  3.236     2.085      0.139     0.085      0.085       0.058      1.9193857  
  2.874     2.141      0.402     0.088      0.059       0.059      1.112347   
  2.762     2.255      0.61      0.058      0.075       0.039      1.0        
  3.326     2.1        -0.0030   0.048      0.065       0.033      3.5714285  
  3.409     2.335      0.204     0.055      0.031       0.037      1.0        
  3.079     2.499      0.465     0.075      0.055       0.051      1.0        
  3.066     2.279      0.362     0.09       0.07        0.061      1.0        
  3.641     2.289      -0.2      0.053      0.035       0.036      4.6728973  
  3.188     2.105      -0.016    0.081      0.111       0.055      6.6225166  
  2.865     2.245      0.32      0.081      0.082       0.055      2.004008   
  3.525     2.314      0.304     0.054      0.037       0.037      1.0        
  3.026     2.133      0.446     0.067      0.087       0.045      1.0        
  3.262     2.469      0.389     0.072      0.033       0.049      1.0        
  3.271     2.258      0.405     0.071      0.042       0.048      1.0        
  3.226     2.205      0.131     0.095      0.126       0.064      1.9880714  
  2.798     2.586      0.896     0.048      0.093       0.032      1.0        
  2.965     2.273      0.431     0.075      0.063       0.05       1.0        
  2.66      2.133      0.655     0.064      0.134       0.043      1.0        
  3.072     2.315      0.392     0.059      0.031       0.04       1.0        
  2.969     2.174      0.485     0.059      0.03        0.04       1.0        
  2.856     2.196      0.449     0.088      0.067       0.059      1.0        
  3.093     2.127      0.4       0.068      0.1         0.046      1.0        
  3.128     2.3        0.326     0.072      0.049       0.049      1.0        
  3.336     2.307      0.323     0.063      0.032       0.042      1.0        
  3.268     2.229      0.137     0.089      0.071       0.06       1.7574692  
  3.154     2.19       0.383     0.067      0.184       0.045      1.0        
  3.182     2.128      0.209     0.086      0.15        0.058      1.3642565  
  3.231     2.37       0.357     0.079      0.054       0.053      1.0        
  3.45      2.383      0.311     0.071      0.051       0.048      1.0        
  3.004     2.254      0.318     0.085      0.057       0.057      1.2953367  
  3.29      2.279      0.313     0.05       0.03        0.033      1.0        
  3.482     2.275      0.116     0.072      0.051       0.048      1.0        
  2.767     2.169      0.539     0.085      0.111       0.057      1.0        
  2.905     2.055      0.156     0.089      0.11        0.06       4.878049   
  3.626     2.331      0.039     0.079      0.079       0.053      1.0        
  3.058     2.276      0.378     0.072      0.046       0.049      1.0        
  3.037     2.327      0.398     0.048      0.02        0.032      1.0        
  2.981     2.478      0.627     0.048      0.037       0.032      1.0        
  3.367     2.19       0.118     0.078      0.082       0.053      1.3717421  
  3.107     2.473      0.488     0.058      0.044       0.039      1.0        
  3.037     2.191      0.171     0.066      0.039       0.045      2.994012   
  3.093     2.229      0.196     0.09       0.104       0.061      2.0618556  
  3.251     2.099      0.187     0.086      0.129       0.058      1.3850416  
  2.848     2.161      0.514     0.083      0.097       0.056      1.0        
  3.102     2.129      0.202     0.089      0.121       0.06       1.8939394  
  3.044     2.324      0.591     0.062      0.06        0.042      1.0        
  2.786     2.153      0.555     0.069      0.073       0.046      1.0        
  2.885     2.22       0.44      0.065      0.086       0.044      1.0        
  2.943     2.281      0.314     0.058      0.08        0.039      1.5822784  
  3.065     2.45       0.606     0.059      0.032       0.04       1.0        
  3.263     2.28       0.139     0.086      0.073       0.058      1.7211704  
  2.778     2.365      0.772     0.056      0.035       0.038      1.0        
  3.034     2.304      0.452     0.079      0.044       0.053      1.0        
  2.811     2.256      0.527     0.078      0.046       0.053      1.0        
  3.055     2.274      0.478     0.065      0.072       0.044      1.0        
  3.303     2.268      0.181     0.081      0.047       0.054      1.1061947  
  3.238     2.098      0.353     0.076      0.055       0.051      1.0        
  3.129     2.224      0.335     0.073      0.046       0.049      1.0        
  3.362     2.408      0.387     0.062      0.027       0.042      1.0        
  3.742     2.182      -0.209    0.083      0.053       0.056      4.016064   
  3.041     2.127      0.337     0.078      0.151       0.052      1.0        
  3.437     2.228      0.099     0.065      0.054       0.044      1.2077295  
  3.348     2.373      0.346     0.06       0.052       0.04       1.0        
  3.279     2.264      0.061     0.091      0.103       0.061      3.0864198  
  3.305     2.397      0.244     0.073      0.051       0.049      1.0        
  3.191     2.338      0.293     0.085      0.041       0.057      1.0        
  2.815     2.225      0.609     0.068      0.088       0.046      1.0        
  3.239     2.263      0.297     0.088      0.061       0.059      1.0        
  3.483     2.258      -0.064    0.092      0.069       0.062      3.1152647  
  3.214     2.448      0.485     0.058      0.046       0.039      1.0        
  2.979     2.087      0.267     0.087      0.11        0.059      1.8450185  
  2.843     2.239      0.523     0.079      0.074       0.053      1.0        
  3.202     2.154      0.232     0.082      0.083       0.055      1.1655012  
  3.328     2.25       0.097     0.081      0.05        0.055      1.9723865  
  2.765     2.294      0.559     0.075      0.08        0.05       1.0        
  3.44      2.202      0.221     0.072      0.051       0.049      1.0        
  3.128     2.169      0.264     0.075      0.045       0.051      1.1376565  
  3.094     2.131      0.225     0.081      0.082       0.055      1.8181818  
  3.196     2.268      0.289     0.085      0.045       0.058      1.0        
  2.902     2.228      0.408     0.083      0.052       0.056      1.0        
  2.945     2.227      0.481     0.077      0.087       0.052      1.0        
  3.331     2.222      0.176     0.079      0.045       0.053      1.1848341  
  2.72      2.251      0.582     0.076      0.054       0.051      1.0        
  2.864     2.171      0.402     0.079      0.121       0.053      1.1415526  
  3.142     2.163      0.265     0.08       0.12        0.054      1.10011    
  3.258     2.162      0.163     0.089      0.059       0.06       1.438849   
  3.289     2.292      0.21      0.071      0.047       0.048      1.2048193  
  3.552     2.238      -0.261    0.071      0.075       0.048      9.90099    
  3.145     2.14       0.138     0.086      0.081       0.058      2.5575447  
  3.285     2.28       0.247     0.072      0.041       0.049      1.0        
  3.37      2.32       0.2       0.078      0.043       0.053      1.0        
  2.685     2.347      0.751     0.054      0.044       0.037      1.0        
  3.326     2.157      0.041     0.089      0.065       0.06       2.6809652  
  3.225     2.236      0.327     0.073      0.034       0.049      1.0        
  3.221     2.307      0.323     0.083      0.047       0.056      1.0        
  3.26      2.307      0.343     0.053      0.06        0.036      1.0        
  2.859     2.223      0.507     0.068      0.066       0.046      1.0        
  2.943     2.246      0.419     0.072      0.069       0.049      1.0        
  3.274     2.12       0.205     0.094      0.131       0.064      1.1086475  
  3.051     2.371      0.383     0.084      0.062       0.056      1.0        
  2.915     2.22       0.483     0.073      0.038       0.049      1.0        
  3.226     2.296      0.309     0.076      0.053       0.051      1.0        
  2.509     2.104      0.645     0.078      0.08        0.053      1.0        
